commentaire;label
"""@AhmedEL-LOUAFIR-ib5yk HAKIMI a été régulier durant toute l'année  et ses buts ont été décisifs e1/4 et en1/2 et en finale sans oublier ses assistes, alors que DEMBELE n' a pas joué tous les matchs a cause de ses blessures et souvent en tant que remplaçant""";0
@KhadimeLeye-on5fi 😂😂😂 Y que fue et sa famille;0
"""@FootBoomFchabka Merci pour le cinéma et les coulisses, ce prix a perdu sa crédibilité et vous avez exprimé votre malice, votre vérité pourrie et votre manque de certitude dans vos décisions.""";1
@Adilziyech La France contrôle et monopolise le milieu du football;0
@FerminMustelier-q5y Muchas felicidades;0
"""@thv6052 LE BALLON D'OR DU FAVORITISME DE L'HYPOCRISIE, DE LA HONTE ET DE LA CONSPIRATION AU PLURIEL, ACHRAF HAKIMI RESTERA HUMBLE BRAVE ET AUTHENTIQUE, J'AURAIS ENVISAGER LAMINE YAMAL, SANS PROBLÈME, SAUF UN COLLÈGUE QUI N'A PAS DE VALEUR PLUS QUE ACHRAF, SAUF MOINS DE MATCHS JOUÉ MOINS DE COMPÉTITIONS ET MOINS DE BUTS ET D'ASSISTES, IL PLEURNICHE TELLEMENT QU' IL SAIT LUI MÊME QUE SANS LE SOUTIEN DE SON PAPA PRÉSIDENT IL NE LE MÉRITE PAS, L'ÉQUIPE DOIT BEAUCOUP GAGNER AVEC CETTE HISTOIRE.""";1
@FrancieTaty-c9t Dembélé ❤❤🇨🇵🇨🇵;1
@FallouSene-p5p 👏👏👏👏👏👏👏👏;1
@EmmanKatchamba Félicitations Dembelé;1
"""@b2bdigitalmek113 le vrai ballon d'or ou bien le joeur d'or c est hakimi le numero 1 c est hakimi , mais pas soucis la france donne leur trophie a un francois afro , lol""";0
@oussaynou-j1d5r C est meritant ousmane;0
@TheTHEkillerOMAR elle a la classe de ouf sa mama et l'ai2 digne et fière;1
"""@marcschndr Dembele est vrai,humain,émouvant,humble,yamal edt tout le contraire""";0
@angel-manueldelasherascea448 No se lo.merece es mucho mejor Lamine;0
@samibeki5077 Pfffffffff dembele n arrive pas a la cheville de yamal 😂 une pepite du foot ball mondial lamine yamal 👍;1
@itels15pro26 Hakimi balo dor❤❤❤❤;1
@sekoukoita3000 Pedri 11e. Moi je suis pas d’accord avec ça;0
@xdabougg6343 What a joke;1
@samougladiaofficiel-jx7yw Vraiment mon frère suis  content pour toi 😥😥😥 se t'ai mes rêves aussi que tu gagne ballon d'or ❤;1
"Hakimi doit quitter PSG.....""";1
@GedeonAlikizan Mbappé a échouer au PSG Dembele a réussi au PSG;0
@MalickNDiaye-l6c 😊Eh bien rien à dire vous le méritez mille fois Mr Dembélé💪🏿;1
@Christopherghj Bravo Usman;1
@k.manufiognona6454 Ousmane a juste profité de l'ombre du PSG et de la diplomatie française;0
@Daniel59828 Congratulations 🎉 Osmen Dembele❤❤❤❤;1
@marcschndr Dembele est tellement humble;0
@AmirovKamil المهم أنهم إثنين مسلمين;0
@SafyNdiayeFysa ❤❤;1
@abdelkarimbentaib9101 Après cette honte de choisir demb ...a place de Hakimi ou Yamal qui méritent vraiment le ballon d'or. je ne vais plus suivre les matchs de PSG qui a perdu aujourd'hui contre Marseille avec un but du Marocain Agred 😂 vesca Barça 🎉;1
@ahmedabdullah8909 Well deserved.;0
@al-masri19 Très beau discours 🎉félicitations;1
@corbeauf8423 Pur... ☝️;0
@Masterlin30 See yamine clapping happily for him.;0
@diongmaromendy6848 Vraiment Dembelé tu as bien mérité ce ballon d'or 2025🎉;1
@aadelalhmadi4023 عثمان ديمبيلي مبارك تستحق الكرة الذهبية;0
@sizodollars Beautiful;0
"""@wola7961 Honteux, Hakimi ballon d'or""";0
@Ånetube-o5n OUSMANE DEMBÉLÉ WINS THE 2025;0
@eduardorios8868 I like lamine but Dembele absolutely deserves it;0
@molayanzar Le ballon d'or a perdu sa credibilité. La honte;0
@MDShakilAhamedShakil-vt7ku ওসমান ডেমবেলে প্রমাণ করে দেখালো ইসলাম ধর্মই সেরা🤲💕;0
"Bravos ousmane tu mérites, en tant que joueur et humainement!""";1
@anassadam4784 Nous ne reconnaissons pas ce prix.pas de Crédibilité.;0
"""@AhmedEL-LOUAFIR-ib5yk HAKIMI est l""""ARTISAN N'1 DU PDG ET C EST GRACE A LUI QUE LE PDG A ETE SACRE CHAMPION D'EUROPE  ET LE TEMOIGNAGE DE L ENTRAINEUR LUIS ENRIQUE EN EST TEMOIN : HAKIMI EST LA PIECE MAITRESSE DE SA TACTIQUE DE JEU    POUR MOI , CE BALLON D'OR EST UN FIASCO ET A PERDU TOUTE SA CREDIBILITE ET SURTOUT APRES LE SOUTIEN DU PRÉSIDENT LAKHLIFI ET DE TOUT LE STAFF TECHNIQUE POUR DEMBELE  ET À EXCLU HAKIMI SANS OUBLIER LA PRESSE QUI A JOUE SON MAUVAIS RÔLE  EN SOUTENANT DEMBELE !!!""";0
@GeorgesNkongolo yamal tu as senti la souffrance de perdre cette année  siuuuuuu;0
"""@idrissaba4035 Ousmane 67× """"exceptionnel""""""";1
@MohamedAhouandjinou-o4w9r Il mérite vraiment ce ballon d'or ❤❤❤ 🎉🎉💵;1
@mackandalm4056 Dembouz on t aime 🎉🎉🎉🎉bravo;1
@Filon7-f4i Hormis Dembele tous le reste du classement démontre l arnaque !;1
@edwigedjossou2896 Courage MBAPPE ❤;1
"On t'aime Ousmane ! Encore un magnifique Ballon d'Or Français, je suis tellement fière de lui et du Paris Saint-Germain !""";1
@mustaphafanid8518 bravo ousmane👍👍👍👍;1
@alexisp910 Magnifique discours. Sincère. Humble. Respectueux. Qui parle des autres et pas de lui. Ça change de celui qui court après mais qui attendra encore...;1
@GisèleMeikadre C'est mérité 💪👏🙏💪👏👏🙏;1
@Caposs93 Légende du Paris Saint Germain 🥹;1
@SerignefallouDiouf-bo3ny Bravo Ousmane;1
@mustaphafekir7808 C est menez qui est dégoûté;0
@abeltheman Well deserved  💜;0
@PedroHenriqueDosS.Barros O final do discurso emocional mostra o porquê do futebol ser o melhor Esporte do mundo. E o quanto é difícil para se tornar um atleta. Parabens Dembele. Io ti felicita mon frere 🇧🇷;0
@AbderrahmaneQaiti ينتظرون شيء مخطط لسماعه .أسخف مسرحية;0
@amountdolby4362 Foutaise.  Yamal pour moi était mieux.;0
@franckboutter945 J’ai verser une larme …;0
@TaphaDramé-e9x Nice petit fier de toi;0
"""@marcschndr Mérité,d’emblée est et a un vrai état d’esprit comparait à yamal""";1
@KouameJoëlKouame-u2o Oui oui il mérite ça Ousmane Dembélé c'est la Côte d'Ivoire qui gagne 🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮;1
"""@JeannotKENGA-y9p Son président était content comme moi, félicitations à toi ❤""";1
@RovinelOkoko 🎉tu le mérite vraiment 😊;1
"""@hamismbaruku4850 MashaAllah, he deserves to win it🎉""";1
@khalidajib4905 Tricheurs... Argent et propagande...;0
@lheuredureveil5632 Ousmane karim Zidane... voilà 3 français qui hiss le drapeau tout en haut que les raciste passe une bonne nuit .;0
"Respect !""";1
@SAHELSOUVERAIN ​ @retromandingue6116 😂😂😂Ah bon?;0
"""@Fabien-t3d Un ballon de bois, low coast pr 6 mois de carrière.... C vide le BO de nos jours""";0
"""@toum.  @Fabien-t3d  ta mère la raciste pleure, il l'a mérité""";1
@gustomato9854 On sent rien du tout. Ils sont pourris riches et on leur fait encore des cadeaux en plus … le foot c’est pour les cassos.;0
"""@Fabien-t3d La majeure partie du monde, c des cassos. La quantité n'a jamais fait la qualité. Mais ça reste un bzllon de bois""";0
@specialk9328 Les gars si c’est si simple faite le 🤷‍♂️;0
@estebabinks  @Fabien-t3d que fais-tu alors sur cette vidéo youtube à la commenter qui plus est ? C’est pas un trc de cassos ça aussi peut-être ? Va changer le monde ou juste bosser au-lieu de jalouser ceux qui réussissent et faire l’aigri pour rien.;0
"""@Fabien-t3d Ah le futé du jour... Ménagez vs, ça sent la surchauffe cérébrale""";0
"""@specialk9328  @Fabien-t3d  mon ami, c’est toi le futée du jour. Je suis désolé de te le dire si j’en de ce que tu dis, il ne mérite pas ce qu’il a fait que six mois de carrière… le ballon d’or c’est tous les ans cette année c’est qui a fait la plus belle saison y a pas de débat""";1
"""@toum.  @Fabien-t3d  tu mérites même pas qu'on te réponde, les journalistes sont quasi unanimes, il est noir et ça te dérange Fabien on le sait tous""";1
"""@Fabien-t3d QSI est un aimant à crétins, vs en êtes la preuve. Cela dit, être supporter parigot quatarien ne doit pas vs enlever un discernement salutaire. Vitinha ou Raphinia l'auraient largement plus mérité qu'un joueur qui est bon mois. C tt simple et sans couleur, neuneu""";1
"""@Fabien-t3d Vitinha ou Raphinia le méritaient bien plus, eux c pas 6 mois. C tt simple et très factuel.""";0
@specialk9328  @Fabien-t3d achète France football samedi à priori je suis pas le seul à penser qu’il le méritait. Je suis pas supporter du PSG par contre je le précise vu que ta le raccourci facile. Trimard;0
@specialk9328  @Fabien-t3d le top 6 n’aurais pas été scandaleux mais 35 buts 14 passe D et tout gagner tu veux quoi de plus;1
"""@Fabien-t3d Vitinha, Raphinia, bien plus méritants""";0
"""@Fabien-t3d Les macroniens, eux aussi, pensent qu'ils sont les meilleurs neuneu 😊""";0
@toum.  @Fabien-t3d  tu parles pas de Nuno Mendes ?  il est un peu trop noir ?;0
"""@Fabien-t3d C quasi le meilleur aujourd'hui à son poste, y a pas de débat. Mais pas encore BO, simple.""";0
"""@estebabinks  @Fabien-t3d ah la la fabien… sûrement la cinquantaine, actif sur youtube aussi bien le matin que l’après-midi, condescendant au possible (je m’y attendais) et aigri à souhait sur un post qui rend hommage à un sportif français qui gagne un trophée majeur. Après avoir fait cette liste non exhaustive, je pense que tout le monde sera d’accord pour dire que le seul et véritable stupide dans cet espace commentaire, c’est bien toi…""";0
@ElianisHechavarria-l3m Gano el futbol hoy;0
@sr.incrivel5388 batota;0
@donostidonostia ❤❤❤❤❤❤;1
"Si non un africain 100% il n'aura pas""";0
@acidlover_303 non c'est juste parce que c'est le meilleur cette année point barre.;0
@GarconMike-he1xv 😢😢😢😢😢😢😢 pauvre yamal;0
@SaidSaid-ul4br من يستحق جائزه أشرف حاكيمي فقط بطل دوري أبطال أوروبا ❤❤❤;1
@ianisssss incroyable ousmane dembele magnifique joueur 🇫🇷🥇;1
@ModyTall-be9pz Les blancs ces fini pour vous les noir son les plus forts le football d'aujourd'hui;1
@No_name_976-e8p Bravo Ousmane;1
@adamskevin3344 après un arabe un renoi et retaillaud un gros coude dans ton kah;0
"""@hafidchraibi4095 ERROR HUMANUM de 1er ordre, Hakimi le dépasse de loin mais il n'est pas français😢😢😢""";0
@koffitchemayoh2726 Ce joueur depuis qu'il est en equipe de France aucun match de reference malgree son talent ni regulier en club..;0
@AliouDiallo-z9b3d félicitations Fréro ❤;1
@princendiaye5974 J’ai pleuré quand il a parlé de son meilleur pote 😭 parce que j’en ai jamais eu.;1
@dridiwail3744 Bravo ousmane 🎉🎉🎉 tu mérites vraiment d’être le meilleur joueur du monde cette année ✌️✌️✌️💪💪💪🫡🫡🫡;1
@pixotass Vitinha!!;0
@EnyiHenry-v8b Yeeeeeeeeeereesssssssss;0
"""@armandk.7930 Il a fait pleurer tout le monde, j’adore ce joueur très talentueux. Les blessures ont faillit gâter sa carrière et aujourd’hui le voilà au sommet. Bravo Dembouz et bonne continuation dans ta carrière. Je te souhaite encore le meilleur""";1
@senju6674 On espère une grande cdm !! :D;0
@selimguehria9832 Après qd t as rabiot et manu kone au milieu et que t as un coach qui te fera pas jouer dans ton meilleur poste psk faut pas froisser moboutou j serai très surpris de voir le dembele 2025;0
@emmanuelhyacinth3766 Well deserved;0
"""@jalilbounaime Si on prends la technicité le ballon d'or est pour Yamal largement, si on parle efficacité et travail c'est Hakimi .. Ousmane doit etre 3eme car à partir de la on va parler juste statistiques""";0
"""@EDJ24327 C'est mérité, bravo champion 💪🏽""";1
@KhadyFall-t4b Pourquoi lui😡😡;0
@AhmedCava-y5s ousman❤❤❤❤;1
"""@krlos42714 Wow quel discours, puissant ! 😮""";0
@jordanselemani9860 Quel discours émouvant. En tout cas Ousmane mérite tout ce qui lui arrive.;1
"""@flocon47 Il m’a fait pleurer, ce mec est touchant quand tu l’écoute, bravo pour tout ousmane ce soir c’est la plus belle récompense d’une saison parfaite""";1
@NightRiderKITT4 La plus belle récompense c’est la champions plutôt! 😅;0
@flocon47  @NightRiderKITT4 le plus important c’est le collectif;0
@NightRiderKITT4  @flocon47 donc pas le BO;0
@flocon47  @NightRiderKITT4 il avais deja dit que le BO ete pas son objectif mais il cible le collectif avant tout;0
"""@andybussnes265 J'ai pleuré comme un enfant, quelle émotion ! Bravo Dembélé le noir, nous pouvons croire en nous.😢😢""";1
"Place exemple pedri rafinha hakimi ect,,,,,,,,,""";0
@الرشیدفضلفضل-ذ8ر دبملي;0
@AmCha-r6b Il mérite vraiment ❤;1
"""@ifcnc2236 Merci pour ce partage d’émotions Ousmane : votre discours humble, sincère définit l’homme que vous êtes. Félicitations pour cette récompense méritée 🎉""";1
"""@AntoineDjibo-m3r Le PSG est rentré dans la cour des grands : champions League,surper ligue, Ballon d'or,c'est énormisisme. Bravo.C'est la France qui gagne""";1
@doucourelassana3663 Merci Mr DEMBELE que DIEU(à Lui la Gloire) vous bénisse et soyez conscient bien on vous a chargé une lourde responsabilité et c'est à vous de prouver mieux encore votre talent et bonne soirée.;1
@DorotheeDago-m6f ❤❤❤❤❤❤❤😊😊😊😊;1
@AbderrahmaneQaiti اخيرا أسدل الستار على لعبة الخداع;0
@YacoubaTraoré-k2e 😢no problem;0
@PaulPhilippe-kx6je Félicitations DembPélé ❤;1
@BahDePita Jai les larmes lorsqu'il a évoqué sa mère 😢😢..mamans on vous aime énormément..même si parfois on a du mal à vous le dire..;0
"""@AbouFall-ot6sk Cérémonie très touchante, j’ai pleuré""";1
@CélestinSmk-l6p Il mérite ça Ousmane dembele;1
@jeanserien6525 Qui z’ont…mes oreilles saignent😂. Mais j’adore ce mec. Vraiment.;0
"""@KurtGaming-o2u Félicitations Ousmane Dembélé, heureusement que Lamine ne l'a pas gagné car son ego va augmenter. 🎉❤❤""";1
"""@marclala-bouali4658 Le quatar  a encore sorti  le chéquier , coupe d europe ballon d'or,""";0
@fazeRlx Pleure pas trop stp;1
@marclala-bouali4658 ​ @fazeRlx ?;0
@phaneck_44 ousman on dirait JRK19;0
@abdouabdo7719 Le nouveau nom Ballon cadeau  au lieu de ballon d’or;0
@bilyaminushiitu This is so emotional 😢😢😢;0
@amadoudosso2492 faire vivre de grand moment comme ca a ta maman c est tellement extraordinaire 😍🥳😍;1
@MamadoulamaranaDiallo-j9f Le parcours a été difficile mais te voilà;0
"""@Le-saviez-vous-algerie Quelle arnaque ! Si Dembele est ballon d'or, Tebboune est un démocrate alors 🤣🤣""";0
@NestorKpeimy Merci 🎉;1
@VladimirGarciaRomero Merecido;0
@rajmodiaw3348 Wi c le collectif qui l a gagner vs etes un exemplaire;0
@lepresi6673 🎉dembélé vraiment ! Quelle histoire incroyable 🎉;1
@mossabali2065 Bravo 👏🏽❤;1
@artk819 هانيا ايلا ما ربحش حكيمي  ولدنا  داها نسيبنا   😂 ديمبلي مزوج بمغربية و بصحتو;0
@maxas7805 Voilà  et voilà et voilà voilà 😂😂😊😊;0
@yupantre2168 Amazing For PSG . 2025 Fantastic Season. + Ousman Balon D'or 2025;0
"""@kpotividaniel3018 Il l'a affirmé, ce n'est pas un objectif pour lui, mais il a gagné le ballon d'or""";0
"parabéns 🎉🎉""";1
@Toto-vu7ys ou est mbappé ? Aucun joueurs du réal ?;0
@tomMarche-z4t Banger;0
@Yarien2112 👏👏👏;1
@rajmodiaw3348 Tu merite frere vs etes poli e humble tout l afrique est fier de vs e mentions a toute la mifa du paris saint germain;1
@gabrielsilitonga9209 How can the player with the most g/a last season be ranked 5th?😅😅;0
@mouniralladji le foot est mort ptdrrrr Dembele ballon d’or;0
@Atif.goussaii Hakimi❤;1
@CyrusMONKOUN C'était prévisible;0
"""@AlexanderPerez-yy1tm El ballón dor de este año fue muy merecedor, sin controversia como el año anterior💯""";0
@Rds.5499 T'es une légende Ousmane Dembelé;1
@sogodogoarouna3692 Félicitations;1
@BahDePita L'argumentaire qui defendait la non élection de vini la saison dernière: selon certains comme il y avait plusieurs Madrilène élus que c'était ce qui lui a fait perdre en point..ma question est: pourquoi ce n'est pas le cas cette saison  avec tous ces joueurs du Psg qui etaient en lice..??? Vini pour pour moi a été volé à ciel ouvert..;0
"Paris est magique ❤""";1
@ilyassazhani2929 Les 2 joueurs méritaient 🫡;0
"""@inio77220 les larmes a waiiîi! félicitations à cette Homme incroyable qui nous fait rêver et exauce nos plus beaux des rêve...merci monsieur ouss pour tous sa ... Ousmane ballon d'or, et Ousmane ballon d'or !!!💙❤️🏆🙏☝️ exceptionnel !!!""";1
@thomasbalenci1106 Ronaldinho❤ Un bon gars Ousmane💪;1
@MiltonSitoe-y6l Parabéns ao Osman!;0
@djibyabdoulayekante8374 ❤❤❤;1
@pedrofonseca8752 Ele mereçe;0
"""@OdilonJoëlHOUNDEGNONTO Et ton Papa, tu l’as oublié Dembélé""";0
@OussYu-k7c Pedri est le meilleur de tous;0
@MamadouTalla-s4m ❤❤❤❤;1
@MDAlix-h8i Ronaldinho qui lui remet le ballon d'or....il le mérite vraiment;1
@N.Sazouky Ousmane on t'aime;0
"""@jeanronaldlouissaint1825 Eh Ousmane ballon d'or, eh Ousmane ballon d'or 🕺🕺""";0
@sabuzt C’est notre ballon d’or à nous 😊;0
@kawaalej5638 BALLON D'OR DU PEUPLE;0
@KevinOwen-f6j Vive Dembouz❤❤❤;1
@wonderman5445 Deuxième homme noir à avoir remporté le ballon dans l’histoire;0
@quentinbellet5222 Et OUSMANE Ballon D’OR !  OUSMANE Ballon D’OR ! 🎉🎉🎉;1
@malickcoulibaly8693 Des larmes de joie❤❤❤❤;1
@ruthfrancine6535 Remontada;0
@JuniorOgoumah Et Ousmane ballon d'or;0
@f4tri BRAVOO  DEMBOUZZZZZZZZZZZZZZZZZZZZZZZ😉❤;1
@M_KhalifaToure 🤍💚💙🩵💜;0
@leomessipsg4020 Wallah dembele cest un bon🎉tu la mérité frèro;1
"""@merveillemahouanga8898 Depuis le désordre du ballon d'or,  le seul ballon d'or mérité où il n’y a pas eu d’injustice.  Félicitations à Dembele""";1
"Bravoooooo Ousmaneeeeee 🎉🎉tu as un ballon d'or mérité ❤❤❤❤❤""";1
@LaurentHolie Félicitations Vraiment c'est totalement mérité Mr Dembelé avec l'énorme accomplissement derrière c'est tout droit 🌟👌;1
@ruthfrancine6535 Bravo pour ton humilite‘ meme ds mes reve j‘aurais pas pense‘ que tu aurais gagner le Ballon d‘or avant Mbappe;1
@Phuongho-ge6gl Chúc mừng debele;0
@motetv5662 Dembelé ❤❤❤❤❤;1
@HichameElouardi Ma che dembili;0
@abdelfaissal583 Le discours le plus sincère et émouvant parmi tout les ballon d'or 😊;0
@Jiyunaiy Le disvours est trop puissant il va droit au coeur;0
@mehdilaaraj3016 ولاد الكلاب;0
@fadmaboutdarin2471 Le ballon d’or est devenu dévalorisé cet année et l’année précédente;0
@fazeRlx Pleure pas trop 😂;1
@ShériffAnderssonOUINSOU Le mot voilà a trouvé son propriétaire 😊😊😊😊;0
@Antarctide Nous sommes passé de Messi et Ronaldo à ça ?;0
@blackvortex489 Pourquoi Ronaldinho ressemble à Michael Jackson;0
@Nesrt0 7:57 un peu de stress mais on l'a pris c'est le nécessaire ⚽🏆🤩💙💙💙;0
@konanjeanelieyao4294 La vie est vraiment imprévisible si on lui avait dit qu'il serait ballon d'or un jour lui même aurait pas cru ça c'est le caractère imprévisibles  de la vie.;0
@darkpassagers5118 Son agent lui a dit en 2021. Il dit pas la date mais dans son discours il en parle;0
@apogeeprodzht9404 Il y a un français qui n'est pas content 😂😂😂;1
@rahmanediallo5494 Amplement mérité Ousmane Dembélé. L’Afrique est contente de toi❤;1
"""@poyardogoff Mdr les africains toujours à vous attribuer des trophées qui vous concernent pas, votre hakimi et votre guirassy ont flop ce soir donc rendormez vous""";0
@kimiarifi4651 Il est français et le BO c’est pour lui pas pour l’Afrique malgré qu’il le mérite pas amplement;1
@Djweezyy8084 2026 Mbappé😊😊;0
"""@kimiarifi4651 On aura tous vu… Rodri, Dembele …😅""";0
@aichasagar7962 Merci Qatar 😂😂😂😂😂;1
"""@YozThel-sd1rd ❤🎉🤸✌️🤙👍🥰😊🥲💙 c tro mérité, yeeeeeessssssss""";1
@BerthauldSimeonBOCKONDAS-MOCKO Bravo Démbélé je suis barcelonais mais aucun regret car Yamal a encore tellement de beaux jours devant lui par la grâce de Dieu et quoiqu'il en soit Démbélé a été un jour joueur de Barcelone félicitations Visca Barça le meilleur reste à venir ❤❤❤🫶🏻🙏🇨🇬;1
"""@jean-pierrestraub7530 Lamine Anal, dentier d'or""";0
@CollinsDanquah-u1z No rubbling is free and fair;0
@fhbo8726 Cest le trafique dircte cest pas normalle ou hakimi marocain hakimi mieux que dambele;0
@dangerplanche3629 Merecido premio para Dembele 💪🏽🔥;1
@adinakama Bravo maman et respect ✊🏾;1
@حنانحنونة-ك5غ Mendez et mbapi avant hakimi en classement c est régoulou et honteux;1
@IsmailMahmoud-ou6vi Je veux me marier la mère d'ousmane dembellé car elle est très jeune et belle mais si le mari est là marche arrière;0
@bloodsp0rtttv646 J'ai failli chialer avec lui il est reulou;0
@FuRy-Airsoft Ouiiiii Monsieur ❤❤❤❤;1
"Félicitation Ousmane et Désolé Hakimi !""";1
"""@JaksonJean-o9l Quando t'ont donne le Ballón dòr à qui le mérite,c'est d'ogmenté la valleur de cette compétission,bravo Dembele,vous-avez travaillé pour ce ballòn dor.""";1
@Santiago-l7i 100fois mérité;1
@martin300169 Pourquoi les PERES de beaucoup de stars ne sont jamais là pour manger le fruit de leur semence ???;0
@ourahouamine5076 Félicitations Ousmane tu mérites.;1
@soumiyaMBK Lamine yamal a pluss de talent;0
@larbifariss3954 Dollars 💵 kabranate  wo Dollars  katar;0
@JovanieAlain-gc8nm Même moi barcelonais chu fan 🎉;1
@اصطورةلعاب 😢;0
@mohamedaouad5982 Hakimi 6 ème 🇲🇦;0
@Karabo-bt7mb .he really deserves this coz he was chosen by the people not FIFA🙌🏽⚽🥇✨;0
@mastersenior10 Le discours de ousmane dembele cachait un secret 🥱;0
@Queenz509 😂😂 il arrive demain  pour le secret;0
"Bravo Dembelé 🎉""";1
@rukbish8164 Merci champion 👏🏾🏆;1
@HichamBRINIS-oc4hi Exceptionnel dembelé;1
@ZaynZouggarh Hakimi 6 eme ?? Quel honte c lui le vrai ballon d’or boycotte comme le réal mtn;1
@aymansayed8266 ❤❤❤❤❤❤;1
@gamingmood2.0-v7k Ben vous vous attendez à quoi ? C'était prévisible là !;0
@Mick-vz9jb Mais c est qui Oussman Dembélé ?;0
"Désormais tu es la star de l'équipe de France.""";1
@houleymataly6761 Vraiment il le merite plus k yamal félicitations Ousmane ❤🎉🎉;1
@davidclemente546 Un grand homme d'une humilité incroyable. Félicitations à lui et tout son entourage.;1
"""@mario5132 Sehr sympathisch, sehr bescheiden und sehr ehrlich. Ich freue mich für ihn. Er Ist ein fairer sportsmann. Außerhalb des Platzes kommt er oft tollpatschig und lustig rüber. Respekt dass er so eine Rede hält""";0
@LuisAlbertoCortes-j9q 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 el mosquito correlon que robaba al barcelona ....no jugaba unqu....SKEROSO....🤮🤮🤮🤮😬😬😬😬😬😬;0
@OverRage114 Hakimi 6e seulement. C'est incroyable;1
@bintoucompaore-wb4wt Pour la première fois pas de commentaire;0
@NathanaelOuattara-zb5kd Bravoooooooo ousmane;1
@ludobzh29 C’est exceptionnel;1
"""@edwinguerrero3582 Falto niño Moi,  el mejor""";0
@I9tidar mbappe 7eme abusé il est meme pas top 10;1
@mirunvijayakumar2595 Il a dit combien de fois exceptionnel 🤣;1
@kalilozapta2426 123 viva l'Algérie ❤;1
"""@fadaa7080 Hors sujet mais je suis d’accord, 10 points pour Griffondor 👍✅""";1
@fazeRlx Dégage là-bas du coup;0
@tommykaratie7697 Quel rapport 🤦‍♂️;0
@fadaa7080 ⁠ @fazeRlx  desserre tes fesses ça va bien se passer;0
@fadaa7080 @tommykaratie7697 toi aussi desserre tes fesses carrément vous vous arrêtez sur ce commentaire tellement vous êtes aigri 🤣;0
@babacasa5416 Mbappe 😂😂;0
@SackoDramane-j1j La corruption à dépassé la limite  (Raphina 5ème alors qu'il a été le meilleur buteur de la league des champions  ) et personne ne parle de  ça  le monde n'est pas juste;0
@bondjamesboy lol même son club a voté pour yamal alors remballe avec ton gars;0
@killerbelfa2927 Todo el mundo sabe que Lamine es mejor que Dembelé vaya robo del Khalifa du psg 🫰 🫰 🤣🤣🤣🤣🤣🤣🤣🤣🤣;0
@bondjamesboy dembelé est champion du monde et vainqueur de la ldc. le palmares de yamal : 5 m au lancer de nains lol🤣🤣🤣🤣🤣🤣🤣🤣🙃🤣🤣🤣🤣;0
@papitoure8450 Une mère battante est vraiment sacré 🙏🏿;0
"""@LaDungaSchool Bravo Ousmane Dembélé c'était très touchant tu m'as mis les larmes c'est le plu beau discours de ballon d'or que j'ai entendu et tu le mérites il est à toi, sa été dur mais tu as écouté ton coach et travaillé merci à ceux qui t'ont entourés pour ce magnifique résultat qui me fais enfin voir de mon vivant une victoire du club que je supporte depuis 1994 eh oui je suis malade donc je ne sais pas si j'en verrais d'autres des saisons comme celle ci alors merci à toi et à tout le PSG pour toutes ces émotions.""";1
@physiquequantique2964 Grosse force mec 💪;1
"Que DIEU te bénisse 🙏🏽❤️""";1
@BerZerHk Force et courage à toi !;0
@theokgukhfjv Force 🙏🏾🙏🏾;0
@jhonvanleyaladin9378 Tu en verras plein d'autres !;0
"""@aidasy9057 Vous en verrez pleins d'autres, courage""";0
@LaDungaSchool  @aidasy9057  Merci.;1
@LaDungaSchool  @jhonvanleyaladin9378  Merci.;1
@amarasangare2468 Vous en verrez pleines d'autres compétitions dans la Grâce du SEIGNEUR..  Garde toujours la Foie .. Que le SEIGNEUR t'assiste dans la guérison totale 🙏🙏🙏;0
@LaDungaSchool  @amarasangare2468  Merci c'est très gentil.;1
"""@arsenegankpa18 Je te demande juste de confier ta maladie a Dieu Jéhovah, il est le seul qui pourra te guérir, crois et tu auras un miracle. Que Dieu te guérisse au nom de Jésus-Christ ! Amen""";0
@anbafeycom8639 Courage à toi.;0
@GeraldSammyBoulingui Félicitations 🥳🎈;1
@FranckDjidja Merci champion du mérite bonne continuation ❤;1
@mahmudjonisoqov1982 N_1 🏆DEMBELE 👍👍👍;1
@QuentinMartin-s3e Mérité 🎉;1
@fatmafall3793 ❤❤❤❤❤❤;1
@BrunoAgbehouedo Vamos dembouz❤;1
@Chidera.gabrielTv Well deserved🥹;0
@lintahpius1112 Why did they not share the vote like last season with Vini;0
@GupthTop hhhhhhh he no deserve it;1
"""@user-kx5ky4dc9n et pendant ce temps Donnarumma lors du la remise du trophé Yachine ne mentionne aucune fois le PSG ni meme un seul nom, mais mentionne """"Le Manchester City"""" (je cite)""";0
"Bonne chance pour la suite""";0
@BrallyMbaka félicitations dembele;1
@ijalhwam الخائنين الفاسدين العنصريين الظالمين ظلمتم أشرف حكيمي الله ياخد فيكم الحق;0
"May GOD ( Jesus christ ) forgive him 🙏""";1
