commentaire;label
@EdgarCortez-l6y Está bien denbele   x el Bolon de oro. Pero lamina no tenía nada q pelear en ese puesto;0
@antoinebadouraly2054 🥹🥹🥹🥹🥲😭😭😭😭;0
@mohammedganna1909 Everyone knows that France bans the hijab, so they are angry when they see Hakimi's mother or Yamin Lamal's mother wearing it. French arrogance did this to all players like Eto'o.;0
@ikss2-b8q DEMMMMMBOUZZZZZZZZ;0
@ikss2-b8q bh alor yamal on pleur 😢😂😂😂😂😂;0
@raypic5372 La plus grosse arnaque du siècles;0
@rm9365yz Ce Rilès est devenu insupportable à écouter, entre être un footix, non objectif qui passe son temps à taper sur le Real ( son équipe sois disant ) dans les mauvais moment pour leur faire d'la lèche pendant les bon moments, c'est trop, t'as une analyse foot complément éclater, je t'aimais bien avant je te suivais mais la c'est plus possible, fermez le youtube de ce mec qui sait pas de quoi il parle quand il parle de foot.;0
@Lalla.Z_Al-idrissi5640 😂😂😂😂 là vous ne le traitez pas d'africain, hypocrite les français 😂😂😂;0
@cyrilleger6372 @Lalla.Z_Al-idrissi5640 abruti...;0
@gilleskairys9462 Purée la mère… aucune émotion;0
@kneg3441 La darone c’est Karaba , elle est dur comme de la roche;0
@Bigmio22 Félicitations d’emblée mais c hakimi qui mérite plus le BO…. C injuste…;0
@Rauler12 Ronnie l’ancien même pas un peu de suspens 😂;0
@mchakir79 Il merite pas...cest Hakimi;0
@SundaeKongoKingdom Il y a une campagne anti-Brésil depuis que Kaka l'a gagné. Au cours des 15 dernières années, 5 Brésiliens auraient du le gagner ou devaient etre au moins dans le top 5. Neymar devrait l'avoir 2 fois, puis Dani Alves et Marcelo, sûrement les 2 arrières avec le plus de titres de l'histoire du football, Rodri l'a volé a Vini Jr l'année dernière, tout comme Messi alors que le vrai BO est Haaland l'année précédente et Lewandwoski pendant la covid. Cette année, le vrai Ballon d'Or était Raphinha, l'impact sur le terrain, les dribbles, les situations compliquées ou il a sauvé le Barça, les statistiques, il a été sévèrement boycotté. Ils n'aiment pas les Brésiliens. Les 3 joueurs qui se sont fait volé un Ballon d'Or incontestable sont Eto'o, Ribéry et Sneijder.;0
@oguz74000 Et franchement cette année en verité il y a pas de joueur magique au dessus , comme des ronaldhinos ronaldo mazeria cr7 messi  Maradonna chevchneko figo roberto carlos rivaldo Zidane Henry gerard ortega batistuta  van basten cruyf  pele et plein dautre cette annee cest la merde serieux un gamin de 18 ans et dembele le niveau est bas,meme mbappe est meilleur;0
@DarkTSF223 lol yavait aucune chance que yamal gagne il a rien gagné;0
@hayateelf7383 Lamine méritait plus doumage😢;0
@raypic5372 Mbappe ne l'aura jamais il est sur côté ses heures de gloire son loin derrière lui😂😂😂;0
@fury_Drift Aucune personnalité, tu sais que le msg que tu as copier fait 2k de likes 🤦🤦;0
@bateauivre9391  @raypic5372  Ton assertion ne repose sur rien. Ton post est nul et gratuit, à l'image de son auteur sans doute.;0
@bateauivre9391  @samiraBenz1  Sprinter et meilleur buteur européen la saison dernière, hein ? malgré un transfert et un début de championnat compliqué... Heureusement pour toi que le ridicule ne tue pas !;0
"@samiraBenz1  @bateauivre9391  Le ridicule devrait te tuer TOI mais heureusement pour toi, il ne tue pas. Ses buts qui n'ont servi à rien,  cela s'appelle des stats BIDON. Le soulier d'or est un trophée ridicule, marquer plein de buts et ne rien gagner, ça ne mérite aucun trophée. Quand au soi disant parcours incroyable, laisse moi rire, son parcours était comique face aux grandes équipes. LE soi disant meilleur joueur fait gagner SON équipe, il ne soigne pas ses stats personnelles. Paske le Real n'a pas bénéficié de son nombre de buts : zéro titre, ni Liga ni LDC Walou, nada, NIET, nothing.
Ceux qui comprennent et aiment le foot ne regardent pas les stats mais la technique du joueur et son QI foot, ses différentes qualités sur le terrain, sa vision de jeu et ce qu'il apporte au collectif et s'il fait gagner son équipe.";0
@oguz74000 merites ??? on a une generation qui est 0 ta vu un peu les nom des ballons dor precedent;0
@faicalammisaid3705 Le niveau de foot 😢;0
@btc7694 Pourquoi avoir changé de plan à l’annonce du gagnant ça m’énerve tellement ce genre de truc on veut voir la réaction;0
@c.francky8793 Sur sur côté de ouf le gar!!! Finition à chier surtout en EDF. remercié tous le monde sauf sa meuf et lamin qui etait en concurrence avec lui !!;0
@CLAUDIAPERRAUD Il sait pas jouer beaucoup de déchets.on blague.😢;0
"@daviesorimoloye2212 Ou son les pères !
Que faisons nous que souvent les enfants parlent rarement de nous mais de leurs mères surtout dans des moments comme celui-ci ? Voilà une des raisons qui font que les pères deviennent de +/+ irresponsables envers leurs familles. MERCI OUSMANE, je comprendrais si seulement ton père n'a jamais été là ou ne t'a jamais soutenu.";0
@MauroMatiasMagalhaesMaur-bz4hd Dembélé ne méritait pas ce ballon d'or et il n'a même pas joué comme Lamanie Yamal, comment Rapfinha va-t-il être à la cinquième place, si nous parlons vraiment de chiffres individuels, celui-ci ne mérite pas ça, cela prouve simplement que la FIFA est elle-même raciste;0
@rodgerlancien75599 une honte ça aurait dû etre Messi;0
@inkgamesfan Mbappé a eu 0 trophée cette saison ducon;0
@dijachanel9994 Hypocrisy total;0
@jamalghazir4804 Genre il remercie pas le papa … lamine c’est pareil y’a que la daronne dans leur bouche là;0
@ChristopheDEZOTEUX Sans surprise HELAS ☹;0
@maximevagne8693 J’ai pleuré;0
@YACINEHDU La presentatrice etait oblige venir a poil ? N importe quoi;0
@JEREM-5 C'est une blague, Dembele meilleur footballeur au monde??? Il est descendu bien bas le football.;0
@dana_707a ظلم المفروض رافينها;0
@vinsgs4486 putin le frangin a fait pleurer tout le monde;0
@azertyqwertyma En même temps il ne pouvait pas faire mieux avec 3 mots de vocabulaire;0
@JAY-ns1dg  @azertyqwertyma  Quand on fait autant de fautes on se tait...;0
@kiss632 ​ @azertyqwertyma  Qu'est-ce que tu as ? Tu es frustré ou bien ?;0
@azertyqwertyma ​ @kiss632 je dis juste la réalité. Si ça te fait mal ftg;0
@kiss632 ​ @azertyqwertyma petite fiente !!!;0
@Zit-Zitoon Donc son cœur a oublié sa femme c sympas didon,, toi si ton chérie ne te mentionne au cours d'un discours tu me prend comment ???😅😅;0
"@Soso-m2h Un des plus gros vols de l'histoire avec cristiano Ronaldo 2013 


Dembélé a déjà volé le titre de meilleur joueur de la ligue des Champions à raphinha.
Raphinha 14 matchs donc 13 matchs correct par Monaco. 

Dembélé sur 15 matchs il fait que 4 ou 5 matchs correct à partir du 2e tour. 


Raphinha élu plus de fois du match que Dembélé 

 Raphinha marque plus de but que lui il est même le meilleur buteur carrément de la compétition. 


Raphinha les meilleurs passeurs que Dembélé il est même le meilleur passeur de la compétition. 

Plusieurs statistiques raphinha devant, en tout cas il obtient plus de statistiques où il est devant que Dembélé 

Raphinha et bien le meilleur joueur de la ligue des Champions que les gens l'accepte pas les chiffres parlent. 

Raphinha joue dans un championnat bien plus dur. 
Donc sur la scène nationale et européenne raphinha et devant donc et un meilleur joueur européen.
 Donc Dembélé n'est pas le meilleur joueur européen mais on fait de lui le meilleur joueur du monde la contradiction. 

Vraiment le ballon d'Or est mort vous l'avez tué fait un nouveau système arrêter les votes. 


Fête des barèmes de points pour les buts des barèmes de points pour les pages des barèmes de points pour être présent dans les grands matchs des barèmes de points pour le côté impressionnant les barèmes de points pour les dribbles etc 
C'est un nouveau système ça récompenserait le vrai meilleur joueur pas le vol. 

Tout ça parce qu'il a gagné la ligue des Champions il obtient le ballon d'Or alors qu'il a rien fait de mieux que les autres joueurs. 

À notre époque vous faites n'importe quoi c'est pire en pire vos votes du ballon d'Or 


ce qui vote aujourd'hui ils auraient pu voter à l'époque Ronaldinho R9 au Barça n'aurait pas eu son ballon d'Or etc.
Vraiment ridicule vous êtes en train de tuer le football";0
"@Soso-m2h ​​ @Marwan-_-7m la vérité fait mal. 
Dommage que les êtres humains n'arrivent pas à être honnête et détruisent tout ce qu'il touche..
C'est dur de pas pouvoir contre argumenter.
Dur pour toi et le prouver que c'est moi qui ai raison";0
@KoukiMarwa-1978 مسكين بو سروال 😂;0
@omardridba2838 Une mascarade et pièce théâtrale médiocre.;0
@franckb4520 Par contre elle est obligé de tirer la gueule sa mère ..? Je veux pas voir sa tête quand quand elle reçoit une mauvaise nouvelle 😮😩;0
"@timosmusic Dembélé au même rang que Chevtchenko, Ronaldinho, Zidane, Ronaldo R9, Nedved, Van basten, Rivaldo, Weah, Baggio, etc... 
Désolé, mais faut pas avoir beaucoup de poils pour ne pas y voir un probleme";0
@jacquesdeloche4277 On n'a pas vu madame Pélicot !!!;0
@romain2879 Ne pas citer Platini et se citer elle meme ,alors que je croyais que c etait une bodybuildeuse 😂😂😂😂;0
"@giy6132  @Marwan-_-7m  ousmane est devenu ballon d or en cherchant tjs a s ameliorer ! pas en retournant les critiques en mode "" quand tu seras footballeur pro tu pourras parler""";0
@K.alaoui-n6s ​ @Marwan-_-7m  hhhh karghouli moussekh , tu'es  partout entrain de commenter pour le macaque , mnt on sait ce que toi tu fais dans la vie 😂😂😂😂;0
@BAWERES J'ai pleuré avec lui;0
@2ssidbou980 Quel classement !😒🥱;0
@kankoefolligan4265 Suis-je le seul à voir qu'il y a eu une crise entre Ousmane et sa mère. Et que ça l'a fragilisé ?;0
@IsaasJoachim Les Barcelonais ça fait des années que le ballon d'or a fuit toujours votre camp.;0
@famas4548 La une du jour c'est le ballon d'or de Dembele, ca parle même pas de l'OM, les pauvres pour une fois qu'ils gagnent contre le PSG 😂😂😂;0
"@naoufal5490 le ballon d'or le plus sale, nul et. corrompu de l'histoire.
Dembélé n'y est pour rien, le sale argent qatari oui.";0
@Prométhée2980 Quelle escroquerie !;0
@Elfenomeno-z7y Franchement aucun mot sur le génocide perpétré sur les palestiniens par @Israël à sa tête @Netanyahu le bourreau de l'humanité, ce joueur n'a aucune dignité pour moi de plus on aime tous Oussman mais Franchement y'en a marre de ces pseudos musulmans aucune humanité ils ne pensent qu'à leurs propre personne;0
"@yagomteali6845 Quand tu parles des musulmans, ta lutte est décrédibiliser immédiatement 
En effet ce n'est pas tous les musulmans qui ont une même attitude, ou bien une même pensée génocidaire
En plus, c'est musulman ne sont pas plus génocidaire que les Israéliens eux-mêmes
Bref qu'est-ce que je veux dire, tout individu qui est capable d'ôter la vie à un autre, ne mérite pas d'être soutenu
Aucune ambition ne doit être justifié par un crime...
Depuis le Continent 
Je suis Barcelonais, mais eh Ousmane ballon d'or 😅";0
@Elfenomeno-z7y ​ @yagomteali6845 tu as écris tout un texte mais on n'y comprend pas grand chose !😢;0
"@yagomteali6845 Pourquoi vous êtes foncièrement mauvais vous les supporters d'Hakimi ?
Posons-nous les bonnes questions, si c'est vraiment le favoritisme 
Le président du PSG est-il un arabe oui ou non ? 
Entre Ousmane et Hakimi qui est donc plus proche culturellement du président du PSG ?
Si on prenait les choses par le même bout que vous, vous pensez que Ousmane devait être dans les petits papillons du président du PSG ?
Bon arrêtez votre malhonnêteté, ce garçon a mérité son ballon d'or, il faut seulement voir son parcours la saisons dernière pour comprendre.
Petite précision je suis un barcelonais radical...";0
@PawelRybak-ee9qw Maman n'est pas du tout contente;0
@Philippe-d7y Pourquoi il pleuré ?;0
@blackyoda2507 La mère de Demdélé n’a pas esquissé le moindre sourire. Son visage terne, froid, presque insensible, m’a frappé. Ce visage reflète la dureté que beaucoup d’enfants affrontent dans leur quotidien. Et je comprends aujourd’hui pourquoi certains grandissent perdus, dans une atmosphère où il manque l’affect maternel.;0
@ChazyCHaze1234 Mec je pense qu’elle est stressée comme jamais. Et je vois quand même de l’émotion;0
@Cador84000 Corruption dembele remerci le qatar 😂😂😂;0
@Bhouris-poker Hakimi pas top 10 honteux;0
"@juliancasado1885 On écoute le plateaux du média français sport n°1 et on comprend pourquoi le foot français est tellement merdique « oui Yamal quand même » « ha Yamal dis donc quel joueur » « Yamal c’est meilleur que Dembele sur la saison »
Et puis dans deux jours nouveaux plateau « olala le foot français alors hein. Vincent Labrune oulala. L’arbitrage. Les droits à l’international »";0
@jeromevictoria6575 Honteux,Dembele aux pieds carrés ballon d'or,c'est un scandale, quand on compare Dembelé à Pelé, Cruyf, Platini, Maradona, ronhaldino, on se fout de qui? j'ai ma petite idée du pourquoi Dembelé est élu ballon d'or, quand on compare un Dembelé à un Lamine Yamal, c'est le monde à l'envers, pauvre football, ce Football actuel devient du n'importe quoi;0
@georgesgrouyet5668 Peut-être l'occasion de retirer définitivement le voile de sa femme ???;0
@ibrahimadeh7916 Moi je n’arrive vraiment pas à comprendre ´ Raphinha méritait au moins la 2ème place;0
@Nowiz89 Même pas un mot pour Yamal, c'est pas très classe.;0
"@aguiboudiallo5440 Voilà ce que déteste ceux qui sont nourris de haine et d’hypocrisie, c’est à dire le bonheur des autres voire les autres vivre des moments comme ça 
Félicitations À OUSMANE DEMBELE ET SA FAMILLE";0
@LuceroDelAlba369 Es la muerte del fútbol, si un mediocre como persona y como futbolista puede ganar el premio, sólo podemos pensar que es puro marketing. Hay mil jugadores muchísimo mejores en TODAS las grandes ligas, su mayor éxito es ser del país que da el premio 😂😂😂;0
"@marcuskaz2195 Mettre Vitinha devant Mohamed Salah c'est du Gros n'importe quoi.... Et Mpabbe en 7eme position ????
Je comprends pourquoi le Real s'en passe de cette institution incompétent";0
@abouibrahim7936 C est devenu un grand n'importe quoi ce ballon d'or malheureusement;0
"@Nordo2024 Hakimi pas dans les trois??? Bon les anciens on sait que c'est une mascarade ce trophée, après Ousmane je suis content pour lui ce n'est pas un ""scandale"". Achraf désolé petit frère mais si tu ne l'as pas eu cette année, oublie le ce ""trophée"" concentre toi sur le Maroc, car les Qataris ne peuvent pas npus blairer les Marocains, que de l'hypocrisie au menu avec ces ""gens là"".";0
@franckkroosMbabibang-l9p Cette fois c'est devenu du n'importe quoi;0
@cattube-ii2if en quoi il est ballon d'or mdr il a rien fait pendant la champions league,et ni en équipe de france,juste parce que il a gagné la c1 ça ne veut rien dire,y'a des joueurs du psg qui méritent 100 fois plus le ballon d'or que lui mdr l'arnaque;0
@lucas95370 Palmer 8eme ptdr.😂 Raphinha 5 ? Ptdr.😂. Hakimi 6? Ptdr.😂 Vitinha 3 ? Ptdr.😂;0
@soufiancr17 Il revient de loin dembele personne aurait miser une piece sur lui y a qlq annees;0
@CyrilOvic Tu connais son histoire au moins avant de juger ?... toujours un bouffon pour ouvrir sa sale bouche ..;0
@lucas95370 Le classement est honteux meme si dembele le gagne raphinha est comme même 5eme hakimi 6eme  c une dinguerie;0
@sorellita0 Il m'a fait couler des larmes;0
@guillaumemorin7293 classement de 3 à 10 HONTEUX;0
@axeldelhommeau1219 Le seum de Yamal 🤣🤣;0
@helbertpierre6023 Je viens de perdre la mienne il y a deux mois également, quand on perd sa maman on perd une partie de nous même. Je vous souhaite beaucoup de courage dans cette épreuve difficile.;0
"@dondiego5240 Force a toi et ceux qui vivent ça 🩵

J'ai perdu la mienne ya deux ans et demi, depuis pointe au cœur et douleurs intercostales, le stress apparemment.. n'hésitez pas à en parler quand vous vous sentez mal.";0
@fatoumatadoumbia9950 ​ @dondiego5240  merci elle est décédée le 30 août passé et la vie est dure sans elle;0
@LQQF Elle n’aura pas droit aux houris;0
@fatoumatadoumbia9950 ​ @LQQF  je ne comprends pas tu peux m'expliquer stp.merci;0
"@justiceamour9842 Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïstes arrivistes assoiffés maladifs de gloire et leadership dont vitinia (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 
C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 
Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 
Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 
AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON (même si toutefois aucun challenger de ce ballon d'or, AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT, N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créer les conditions de la RÉTRIBUTION comme Paris gagne quasiment tout et ses plus grands challenge tout juste après le départ avec un peu de mépris d'MBAPPÉ mais beaucoup d'enthousiasme arboré vis-à-vis du Réal, déifiant limite le club à haute voix et se voyait déjà championde tout loin devant un PSG décrié laissé en ruine.
En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe";0
@yazidmansouri8623 Allah yarahma je sais ce que c'est moi aussi j'ai perdu ma maman c est trop dur c'est le pilier  de la maison  toutes mes condoléances courage à toi😢 je connais cette douleur ça fait mal;0
@yazidmansouri8623 ​ @helbertpierre6023 toutes mes condoléances mon ami moi aussi je sais ce que c'est moi aussi j'ai perdu ma maman paix à son ame en 2019  même jusqu'à maintenant j ai mal courage à vous 😢;0
@yazidmansouri8623 ​ @dondiego5240 courage à vous moi ça fait 6 ans que j'ai perdu ma mère t es pas seul faut en parler avec vos proches et amis c'est dur d'affronter cette épreuve je vous souhaite beaucoup de courage❤;0
@alnmio HAKIMI 💔;0
@kaiser8498 Quelle mascarade .;0
@FredyMangadi Vous venez tous simplement de montrer au monde entier que le ballon d'or ne vaut plus rien;0
@FredyMangadi Tout un souliers d'or même pas dans le top 3 vous êtes fous;0
@badiafakhreddine9861 Sincèrement c'est lamine yamal qui méritait le ballon d OR  . Il y avait de l injustice dans la distribution de ces prix .;0
@danilo3885 10:54 puoi guardare chiunque ma non tuo fratello che piange! Quello è troppo forte!;0
@hateumeu Benzema Dembelé ballons d'or 😂 le foot c devenu un sport de m.....e;0
@SamoudatouTAGBA-t6h Courrage la team lamine yamal 😢😭😭 injustice vraiment 🤬🤬🤬🤬🤬🤬😡😡😡;0
@prototyper8200 C'était émouvant 😢;0
@cxm1llee J'ai pleuré peut-être on sait pas 😭;0
@Rayan-qm6me Il ne le mérite pas!;0
@shaheerazizi5444 This is not fair;0
@MiloudJabouji هذه الكرة سرقت من حكيمي;0
@MohamedaliSambi Enfin,  un noir a eu le ballon d'or.  Parce qu'ils avaient pas le choix . Tous les prétendants étaient  noirs.;0
@NestorAghogue-k1b Après les femmes viennent bavarder ici.où est le père ? Quand l'homme réussi c'est la femme qui est mise en premier plan.l'homme d'autrui est peu mort depuis à cause de sa femme 😢;0
@lacagoule8462 ESCROQUERIE! VOUS AVEZ VOLÉ LE VOTE DU PUBLIC, QUI EST LE VRAI SPECIALISTE. L'ARGENT A POURRI CETTE DISTINCTION. BRAVO A OUSSMANE,.;0
@filo5535 Ormai ha più credibilità il torneo dei bar del pallone farloccone;0
@Yess-Mann 😂😂😂 aucune valeur ce titre depuis Franck Ribéry;0
@steppingrazor007 Chapeau! Hakimi 6ème par contre 😶;0
@edouardgaming7823 franchement cole palmer mérite pas le top 8. Pedri l'aurait mérité;0
@NinoSivro-qx3zc Bip bip doit s'en morde les doigts d'avoir quitté le psg 😂😂😂;0
"@BlueWhiteRed_Patriote Cristiano Ronaldo, Messi, Zidane, Ronaldo, Rivaldo, Figo, Ronaldinho Nedved.... 

Dembelé.....
Il y a quelque chose qui cloche😢😢";0
@Dark97410 On s'en fout si c'est un premier noir, ta gueule. Arrêtez avec vos barrières à la con. C'est un  humain qui a gagné le ballon d'or pas une couleur de peau.;0
@SowhoisGæ2day Parce que Ronaldinho , Rivaldo et tous les Autres bresiliens étaient blanc weh?;0
@OVOUONAEstherDaniella ​ @thibautchevalier6409 GEORGES WAI C'EST LE PREMIER BALLON D'OR AFRICAIN.MON PTIT FRÈRE ET MES GRANDS FRÈRES ET LEURS POTES FAISAIENT DEBAT SUR ET À CAUSE DE SA COULEUR DE PEAU ILS ONT DÉCIDÉ DE CREER LE BALLON D'OR AFRICAIN.;0
@OVOUONAEstherDaniella ​ @SowhoisGæ2day METIS DIFFÉRENTS DE BLANC. LESMETIS SONT ACCEPTABLE COMPARÉS AUX NOIRES COMME VINICIUS ET DEMBÉLÉ ET PUIS SI C'EST MOI OU CE BALLON D'OR CEST FAUX CAR L'OR PÈSE.MES FRÈRES M'ONT DIT QUE DES GOSSES AVAIENT SOULEVÉ ÇA.;0
@Gavroche896 Le nombre de fautes mon dieu;0
@michaelibiza349 Comme dab un classement de merde;0
@ParfaitNguele Chassé du Barça, comme un mauvais esprit, il devient ballon d'or dans son nouveau club, le PSG ! Certains problèmes obstinés que vous endurez sont votre ascenseur pour des percées extraordinaires et des bénédictions inaccoutumées !;0
@leonleon160 C'est scandaleux. En 2023-2024 ,vini n'avait pas reçu le ballon d'or pourtant il a été phénoménal. Chaque année les critères évoluent pour permettre aux clowns de remporter le ballon d'or ( canavaro, rodry , Dembelé, mbappe 2025).;0
@MyPixel17 Tu le donnes à qui bouffon ?;0
@Mohamed27-j1m Je me rappellerai toujours au quartier qui fasse froid qui neige qui pleut toujours avec le ballon au pied au  stade même tout seul regarde maintenant hamdouillah;0
"@user-rb9uh6jo4l 축구 게임을 하기 위해 저 못생긴 동양인들을 부른 거냐? 부끄럽지도 않냐? 저건 무슨 후진적인 언어냐? 너희들은 더 진보해야 돼.
-뎀벨레

못생긴 동양인중에 한명이 뎀벨레의 말을 빌려서 피파와 UEFA, 프랑스축구협회와 스페인축구협회, 바르샤, PSG에게 말한다.

축구 시상식을 하기 위해 저 못생긴 아프리카인을 부른 거냐? 부끄럽지도 않냐? 저건 무슨 후진적인 언어냐? 너희들은 더 진보해야 돼.";0
"@AchrafTTTTT Celui qui méritait ce titre c'était Hakimi.
Un compagne de dénigrement soigneusement orchestrée à été menée. Dégueulasse !!! 🤮🤮🤮";0
@davidlouhoungou_off J’ai pleuré;0
"@AnissaBaaroun-g2p Putain, je crois que c’était la minium Lamine y a mal
😢😢";0
@Трис-б3н 🤮🤮🤮🤮 Позор! Должны были отдать Рафинье;0
@carlenebrown3243 Dembele is not the best❤;0
@teddyz7364 Tu regardes le foot depuis peu pour dire une connerie pareil. Eusebio, gullit, weah sont blancs ?;0
@FutureVandross-v4v Comme si mere est fachée avec lui;0
@bachirmessi3352 Plutôt ballon d’or vole par un lobby franco qatarie malheureusement;0
@adolphealimasi7807 Les grands sportifs viennent souvent des familles très difficiles 😂😂😂;0
@LancinetAbdoulayeKonate Y’a même pas Guirassy;0
@foreversamir On remercie toujours la mère mais rarement le père...... Le soldat invisible;0
@cedrickihoulou6575 Svp de ne pas spolier les résultats;0
@cedrictv8782 Pourquoi je suis entrain de pleurer ??;0
@zipperdry2194 Ils nous a tous fait pleurer;0
@jeremyndebo3755 C’est vraiment dommage pour Vinicius c’est triste de voir ça quand même mais félicitations à dembouzzz c’est mérité;0
@ahmedyousefelkbeer Salah truly deserved it. It’s good he didn’t attend, as he no longer respects an award stolen from him many times. Even when he won the Champions League, Club World Cup, Premier League, and was top scorer of the toughest league, they denied him. He doesn’t need it and we no longer respect it.;0
@papatango5085 Salah deserved it but not in 2024-25 it s not his best season. This year if he won the champions league maybe.;0
@samsungsamsungg-bz3pl 😢😢😢;0
@gabrielm6422 Damnnn Katie is really aging;0
@souilemkhalil6445 C'est une mascarade;0
@LeKabyle75 Un attaquant n'a pas plus de mérite que les autres ce trophée a perdu sa valeur;0
@GoletIkossieEvra 🙄;0
@medSad333 Hakimi ballon d'or fuck france football;0
@linomalaga5870 #boycottFIFA  que vergüenza 😮😮😮;0
@Alfredo-y9f Ptdr Yamal a fait déplacer 20 personnes pour qu’ils puissent le voir perdre au dernier moment 😂😂;0
@RachidSimply Je veux seulement savoir pourquoi il n'a pas remercie sa femme est-ce qu'il n'est pas marié;0
@AssandrizzyymomadeMomade Isso chama-se polémica essa bola ia ser desse jovem lamine yamal!!!;0
@joepatton9016 Il m'a fait pleure;0
@MomoMomo-h3x La supercherie de l'année. Le football est mort car il est corrompu par le wokisme;0
"@moi1800 La plus grande fraude, ce trophée ne vaut plus rien. 
Et la blague en plus Hakimi 6eme";0
@Ghanati._group Fuck Dembele Staright up stolen;0
@saladinnews7340 Il a oublié son père , why ??🤔🤔🤔;0
"@koffikuawo3921 Salutations à tout le monde Escusez moi avec tous les respects 
Très sincèrement pour la nature de la vérité qui attrape le mensonge serpents de mers dangers publics 
C'est du n'importe quoi  ça c'est le vol et l'escroquerie à ciel ouvert 
Mondialisation maudite l'argent avant les êtres humains l'argent qui achète la vérité = la malédiction 👎👎";0
@AbelardCarlens-i4u Cole palmer qui à détruit le p s g en 8 ème plas c'est une honte pour le football ou était passé Ousmane Dembélé ce jour là😮😮😮😮;0
@Bajnax Il n'est même pas le meilleur joueur de son équipe : Hakimi , Vitinha , Fabian Ruiz, Kvara même Pacho ont fait une plus grosse saison que lui mdrr le ballon d'or ça vaut rien. J'ai clairement zappé la cérémonie;0
@abouhanifambechezi4195 La place de pedri est incompréhensible;0
@jeanaimar2301 Qu'une honte que ce type soit ballon d'or ... 🤮;0
@linki5755 Doué 14eme c’est une dinguerie sérieux palmer il fou quoi ici, il a la pire personnalité qu’un footballeur pourrait avoir… bref content pour nos parisiens mais sérieux le reste ça se discutes !;0
@JosilUmiong iamal 👎;0
@AlanSebastian-w4j Yamal crying in the corner😂😂;0
@dhaisa No thanking God? Sed.;0
@Kilyailyan Pourquoi sa maman était si froide meme sa façon de l’avoir serré !;0
@AndréIBONGO Viens m'épouser stp.;0
"@xxxxeni111 What's this? Explain why Rafinha is in 5th place? Is end-of-season hype more valuable than consistency throughout the season?
You have to be fair. I simply can't believe it. Rafinha worked so hard all season, and he deserves the win or at least 2nd place.
This ceremony loses its importance and objectivity. After something like this, the players could be mentally broken. It's simply the robbery of the year!!!";0
@olfgangkanaky6868 Rip kiki 😂;0
